date,cmg,tan,flsr,rgse
2016-01-12,404.26001,23.933305999999998,65.220001,342.0
2016-01-13,428.27999900000003,23.096802,61.369999,324.0
2016-01-14,454.299988,23.245514,61.779999,330.0
2016-01-15,475.94000199999994,21.860636,61.32,318.0
2016-01-19,469.47000099999997,21.451677,61.490002000000004,318.0
2016-01-20,465.5,21.544621,61.27,312.0
2016-01-21,461.200012,21.804867,63.23,330.0
2016-01-22,450.76000999999997,22.641371,66.440002,354.0
2016-01-25,442.170013,22.037229999999997,64.139999,354.0
2016-01-26,448.14999400000005,23.143273999999998,67.400002,354.0
2016-01-27,442.64001500000006,22.883029999999998,65.639999,312.0
2016-01-28,453.079987,22.929502,65.879997,324.0
2016-01-29,452.97000099999997,23.431402,68.660004,330.0
2016-02-01,472.64001500000006,23.264103,69.129997,312.0
2016-02-02,475.670013,22.371832,66.129997,324.0
2016-02-03,461.73999000000003,22.585604,66.489998,300.0
2016-02-04,470.89999400000005,22.84585,67.199997,288.0
2016-02-05,460.14001500000006,22.251005,65.07,312.0
2016-02-08,445.0,21.024132,64.18,288.0
2016-02-09,440.92999299999997,20.680235,66.480003,300.0
2016-02-10,448.80999800000006,19.871614,64.410004,294.0
2016-02-11,461.39001500000006,18.914284,61.360001000000004,270.0
2016-02-12,480.57000700000003,18.98864,60.990002000000004,300.0
2016-02-16,492.94000199999994,20.141153,63.049999,270.0
2016-02-17,514.01001,20.717415,63.470001,264.0
2016-02-18,515.929993,20.726707,63.540001000000004,264.0
2016-02-19,511.579987,20.327044,62.759997999999996,276.0
2016-02-22,525.900024,20.754591,64.230003,264.0
2016-02-23,525.0599980000001,20.429282999999998,61.790001000000004,246.0
2016-02-24,514.8599849999999,20.959068,69.449997,276.0
2016-02-25,505.329987,21.052015,72.25,270.0
2016-02-26,506.01000999999997,21.488854999999997,70.25,270.0
2016-02-29,509.160004,21.795572,71.870003,282.0
2016-03-01,509.97000099999997,21.665451,69.019997,324.0
2016-03-02,525.6900019999999,22.269592000000003,69.139999,366.0
2016-03-03,524.289978,22.167353,69.709999,438.0
2016-03-04,529.0,22.418304,69.519997,450.0
2016-03-07,533.6900019999999,22.938795000000002,69.18,420.0
2016-03-08,524.6900019999999,22.409010000000002,66.870003,450.0
2016-03-09,506.630005,22.641371,68.489998,432.0
2016-03-10,503.67999299999997,22.278887,69.25,462.0
2016-03-11,507.85000599999995,22.817966000000002,70.32,444.0
2016-03-14,515.72998,22.799377,70.889999,450.0
2016-03-15,503.0,22.567014999999998,70.779999,432.0
2016-03-16,500.35000599999995,22.697138,72.059998,444.0
2016-03-17,471.589996,22.762201,73.209999,444.0
2016-03-18,455.369995,22.678549,72.440002,450.0
2016-03-21,462.48001100000005,22.752905,71.239998,438.0
2016-03-22,471.76000999999997,21.925695,71.290001,432.0
2016-03-23,474.459991,20.996248,68.230003,414.0
2016-03-24,471.369995,20.763885000000002,68.459999,384.0
2016-03-28,475.30999800000006,20.726707,68.400002,456.0
2016-03-29,460.0,20.77318,69.300003,420.0
2016-03-30,466.14999400000005,21.005541,68.970001,444.0
2016-03-31,470.97000099999997,21.061308,68.470001,432.0
2016-04-01,464.80999800000006,21.042719,67.480003,426.0
2016-04-04,465.0,20.605879,67.239998,312.0
2016-04-05,463.420013,20.447872,62.419998,300.0
2016-04-06,455.25,20.996248,62.759997999999996,318.0
2016-04-07,450.60000599999995,20.689531,61.259997999999996,300.0
2016-04-08,451.25,20.856831,60.630001,300.0
2016-04-11,444.209991,20.940481,59.959998999999996,312.0
2016-04-12,444.619995,21.423794,60.34,312.0
2016-04-13,444.660004,21.721216000000002,61.650002,306.0
2016-04-14,456.01000999999997,21.795572,60.419998,312.0
2016-04-15,469.290009,21.553917000000002,59.59,300.0
2016-04-18,460.119995,21.916401,60.360001000000004,318.0
2016-04-19,455.17999299999997,22.037229999999997,60.52,312.0
2016-04-20,458.0,22.455482,61.720001,324.0
2016-04-21,448.14001500000006,22.501953,61.939999,300.0
2016-04-22,442.73001100000005,22.613487,61.540001000000004,312.0
2016-04-25,443.10000599999995,22.251005,60.389998999999996,306.0
2016-04-26,445.920013,22.613487,61.240002000000004,318.0
2016-04-27,417.22000099999997,23.041035,62.029999,306.0
